Season,Team,Lg,Salary,player_id
1995-96,Los Angeles Clippers,NBA,"$833,000",barrybr01
1996-97,Los Angeles Clippers,NBA,"$958,000",barrybr01
1997-98,Los Angeles Clippers,NBA,"$1,082,520",barrybr01
1998-99,Chicago Bulls,NBA,"$3,600,000",barrybr01
1999-00,Seattle SuperSonics,NBA,"$3,960,000",barrybr01
2000-01,Seattle SuperSonics,NBA,"$4,320,000",barrybr01
2001-02,Seattle SuperSonics,NBA,"$4,680,000",barrybr01
2002-03,Seattle SuperSonics,NBA,"$5,040,000",barrybr01
2003-04,Seattle SuperSonics,NBA,"$5,400,000",barrybr01
2004-05,San Antonio Spurs,NBA,"$4,264,900",barrybr01
2005-06,San Antonio Spurs,NBA,"$4,691,390",barrybr01
2006-07,San Antonio Spurs,NBA,"$5,117,880",barrybr01
2007-08,Seattle SuperSonics,NBA,"$5,544,370",barrybr01
2008-09,Houston Rockets,NBA,"$1,910,000",barrybr01
2009-10,Houston Rockets,NBA,"$2,062,800",barrybr01
Career,(may be incomplete),,"$53,464,860",barrybr01
