Season,Team,Lg,Salary,player_id
2006-07,Minnesota Timberwolves,NBA,"$2,448,240",foyera01
2007-08,Minnesota Timberwolves,NBA,"$2,631,840",foyera01
2008-09,Minnesota Timberwolves,NBA,"$2,815,560",foyera01
2009-10,Washington Wizards,NBA,"$3,575,761",foyera01
2010-11,Los Angeles Clippers,NBA,"$4,250,000",foyera01
2011-12,Los Angeles Clippers,NBA,"$4,250,000",foyera01
2012-13,Utah Jazz,NBA,"$2,500,000",foyera01
2013-14,Denver Nuggets,NBA,"$3,000,000",foyera01
2014-15,Denver Nuggets,NBA,"$3,135,000",foyera01
2015-16,Oklahoma City Thunder,NBA,"$3,270,000",foyera01
2016-17,Brooklyn Nets,NBA,"$2,500,000",foyera01
Career,(may be incomplete),,"$34,376,401",foyera01
