Season,Team,Lg,Salary,player_id
2008-09,Memphis Grizzlies,NBA,"$977,160",arthuda01
2009-10,Memphis Grizzlies,NBA,"$1,050,480",arthuda01
2010-11,Memphis Grizzlies,NBA,"$1,123,680",arthuda01
2011-12,Memphis Grizzlies,NBA,"$2,027,119",arthuda01
2012-13,Memphis Grizzlies,NBA,"$3,006,217",arthuda01
2013-14,Denver Nuggets,NBA,"$3,231,683",arthuda01
2014-15,Denver Nuggets,NBA,"$3,457,149",arthuda01
2015-16,Denver Nuggets,NBA,"$2,814,000",arthuda01
2016-17,Denver Nuggets,NBA,"$8,070,175",arthuda01
2017-18,Denver Nuggets,NBA,"$7,464,912",arthuda01
2018-19,Phoenix Suns,NBA,"$7,464,912",arthuda01
Career,(may be incomplete),,"$40,687,487",arthuda01
