Season,Team,Lg,Salary,player_id
1996-97,Dallas Mavericks,NBA,"$1,246,000",walkesa01
1997-98,Dallas Mavericks,NBA,"$1,433,040",walkesa01
1998-99,Dallas Mavericks,NBA,"$1,619,880",walkesa01
1999-00,San Antonio Spurs,NBA,"$2,716,667",walkesa01
2000-01,San Antonio Spurs,NBA,"$2,960,000",walkesa01
2001-02,Los Angeles Lakers,NBA,"$1,400,000",walkesa01
2002-03,Los Angeles Lakers,NBA,"$1,540,000",walkesa01
2003-04,Miami Heat,NBA,"$1,700,000",walkesa01
2004-05,Washington Wizards,NBA,"$995,046",walkesa01
2005-06,Indiana Pacers,NBA,"$364,223",walkesa01
Career,(may be incomplete),,"$15,974,856",walkesa01
