Season,Team,Lg,Salary,player_id
1990-91,Minnesota Timberwolves,NBA,"$500,000",mitchsa01
1991-92,Minnesota Timberwolves,NBA,"$630,000",mitchsa01
1992-93,Indiana Pacers,NBA,"$575,000",mitchsa01
1993-94,Indiana Pacers,NBA,"$715,000",mitchsa01
1994-95,Indiana Pacers,NBA,"$850,000",mitchsa01
1995-96,Minnesota Timberwolves,NBA,"$1,000,000",mitchsa01
1996-97,Minnesota Timberwolves,NBA,"$1,200,000",mitchsa01
1997-98,Minnesota Timberwolves,NBA,"$1,400,000",mitchsa01
1999-00,Minnesota Timberwolves,NBA,"$2,000,000",mitchsa01
2000-01,Minnesota Timberwolves,NBA,"$2,370,000",mitchsa01
2001-02,Minnesota Timberwolves,NBA,"$1,000,000",mitchsa01
Career,(may be incomplete),,"$12,240,000",mitchsa01
