Season,Team,Lg,Salary,player_id
1995-96,Chicago Bulls,NBA,"$627,000",caffeja01
1996-97,Chicago Bulls,NBA,"$700,000",caffeja01
1997-98,Chicago Bulls,NBA,"$850,920",caffeja01
1998-99,Golden State Warriors,NBA,"$3,675,000",caffeja01
1999-00,Golden State Warriors,NBA,"$3,937,500",caffeja01
2000-01,Milwaukee Bucks,NBA,"$4,380,000",caffeja01
2001-02,Milwaukee Bucks,NBA,"$4,812,500",caffeja01
2002-03,Milwaukee Bucks,NBA,"$5,250,000",caffeja01
2003-04,Milwaukee Bucks,NBA,"$5,687,500",caffeja01
2004-05,Milwaukee Bucks,NBA,"$4,148,148",caffeja01
Career,(may be incomplete),,"$34,068,568",caffeja01
