Season,Team,Lg,Salary,player_id
1998-99,Cleveland Cavaliers,NBA,"$287,500",boykiea01
1999-00,Orlando Magic,NBA,"$88,324",boykiea01
2000-01,Los Angeles Clippers,NBA,"$498,500",boykiea01
2001-02,Los Angeles Clippers,NBA,"$650,000",boykiea01
2002-03,Los Angeles Clippers,NBA,"$715,000",boykiea01
2002-03,Golden State Warriors,NBA,"$528,605",boykiea01
2003-04,Denver Nuggets,NBA,"$2,500,000",boykiea01
2004-05,Denver Nuggets,NBA,"$2,500,000",boykiea01
2005-06,Denver Nuggets,NBA,"$2,750,000",boykiea01
2006-07,Milwaukee Bucks,NBA,"$2,950,000",boykiea01
2007-08,Charlotte Bobcats,NBA,"$533,572",boykiea01
2009-10,Washington Wizards,NBA,"$1,191,180",boykiea01
2010-11,Milwaukee Bucks,NBA,"$1,352,181",boykiea01
Career,(may be incomplete),,"$16,544,862",boykiea01
