Season,Team,Lg,Salary,player_id
1984-85,Indiana Pacers,NBA,"$200,000",willihe01
1985-86,Indiana Pacers,NBA,"$275,000",willihe01
1987-88,Indiana Pacers,NBA,"$983,333",willihe01
1988-89,Indiana Pacers,NBA,"$983,000",willihe01
1990-91,Dallas Mavericks,NBA,"$1,000,000",willihe01
1991-92,Dallas Mavericks,NBA,"$1,183,000",willihe01
1992-93,New York Knicks,NBA,"$430,000",willihe01
1993-94,New York Knicks,NBA,"$1,600,000",willihe01
1994-95,New York Knicks,NBA,"$1,000,000",willihe01
1995-96,New York Knicks,NBA,"$1,300,000",willihe01
1996-97,New York Knicks,NBA,"$757,000",willihe01
1997-98,New York Knicks,NBA,"$766,667",willihe01
1998-99,New York Knicks,NBA,"$1,000,000",willihe01
Career,(may be incomplete),,"$11,478,000",willihe01
