Season,Team,Lg,Salary,player_id
1996-97,Cleveland Cavaliers,NBA,"$1,068,000",potapvi01
1997-98,Cleveland Cavaliers,NBA,"$1,228,560",potapvi01
1998-99,Boston Celtics,NBA,"$1,339,000",potapvi01
1999-00,Boston Celtics,NBA,"$3,810,000",potapvi01
2000-01,Boston Celtics,NBA,"$4,290,000",potapvi01
2001-02,Boston Celtics,NBA,"$4,762,500",potapvi01
2002-03,Seattle SuperSonics,NBA,"$5,238,750",potapvi01
2003-04,Seattle SuperSonics,NBA,"$5,715,000",potapvi01
2004-05,Seattle SuperSonics,NBA,"$6,191,250",potapvi01
2005-06,Seattle SuperSonics,NBA,"$3,320,000",potapvi01
2006-07,Sacramento Kings,NBA,"$3,674,584",potapvi01
Career,(may be incomplete),,"$40,637,644",potapvi01
