Season,Team,Lg,Salary,player_id
1994-95,Minnesota Timberwolves,NBA,"$150,000",eisleho01
1996-97,Utah Jazz,NBA,"$298,000",eisleho01
1997-98,Utah Jazz,NBA,"$1,240,000",eisleho01
1998-99,Utah Jazz,NBA,"$1,400,000",eisleho01
1999-00,Utah Jazz,NBA,"$1,560,000",eisleho01
2000-01,Dallas Mavericks,NBA,"$4,250,000",eisleho01
2001-02,New York Knicks,NBA,"$4,781,250",eisleho01
2002-03,New York Knicks,NBA,"$5,312,500",eisleho01
2003-04,New York Knicks,NBA,"$5,843,750",eisleho01
2004-05,Phoenix Suns,NBA,"$5,201,923",eisleho01
2004-05,Utah Jazz,NBA,"$1,100,000",eisleho01
2005-06,Phoenix Suns,NBA,"$5,635,417",eisleho01
2005-06,Los Angeles Clippers,NBA,"$291,567",eisleho01
2006-07,Phoenix Suns,NBA,"$162,660",eisleho01
Career,(may be incomplete),,"$37,227,067",eisleho01
