Season,Team,Lg,Salary,player_id
1988-89,Miami Heat,NBA,"$100,000",longgr01
1990-91,Miami Heat,NBA,"$300,000",longgr01
1991-92,Miami Heat,NBA,"$252,000",longgr01
1992-93,Miami Heat,NBA,"$1,258,000",longgr01
1993-94,Miami Heat,NBA,"$1,410,000",longgr01
1994-95,Atlanta Hawks,NBA,"$1,485,300",longgr01
1995-96,Atlanta Hawks,NBA,"$1,860,000",longgr01
1996-97,Detroit Pistons,NBA,"$2,260,000",longgr01
1997-98,Detroit Pistons,NBA,"$2,610,335",longgr01
1998-99,Atlanta Hawks,NBA,"$2,977,000",longgr01
1999-00,Vancouver Grizzlies,NBA,"$2,000,000",longgr01
2000-01,Vancouver Grizzlies,NBA,"$2,200,000",longgr01
2001-02,Memphis Grizzlies,NBA,"$2,400,000",longgr01
Career,(may be incomplete),,"$21,112,635",longgr01
