Season,Team,Lg,Salary,player_id
1997-98,Vancouver Grizzlies,NBA,"$2,149,920",daniean01
1998-99,San Antonio Spurs,NBA,"$2,472,000",daniean01
1999-00,San Antonio Spurs,NBA,"$2,794,920",daniean01
2000-01,San Antonio Spurs,NBA,"$2,820,000",daniean01
2001-02,San Antonio Spurs,NBA,"$3,000,000",daniean01
2002-03,Portland Trail Blazers,NBA,"$3,375,000",daniean01
2003-04,Seattle SuperSonics,NBA,"$2,200,000",daniean01
2004-05,Seattle SuperSonics,NBA,"$2,200,000",daniean01
2005-06,Washington Wizards,NBA,"$5,000,000",daniean01
2006-07,Washington Wizards,NBA,"$5,400,000",daniean01
2007-08,Washington Wizards,NBA,"$5,800,000",daniean01
2008-09,New Orleans Hornets,NBA,"$6,200,000",daniean01
2009-10,Minnesota Timberwolves,NBA,"$5,863,580",daniean01
Career,(may be incomplete),,"$49,275,420",daniean01
