Season,Team,Lg,Salary,player_id
1990-91,Sacramento Kings,NBA,"$930,000",simmoli01
1991-92,Sacramento Kings,NBA,"$1,289,000",simmoli01
1992-93,Sacramento Kings,NBA,"$1,464,000",simmoli01
1993-94,Sacramento Kings,NBA,"$1,743,000",simmoli01
1994-95,Sacramento Kings,NBA,"$2,181,400",simmoli01
1995-96,Sacramento Kings,NBA,"$2,676,000",simmoli01
1996-97,Sacramento Kings,NBA,"$3,194,000",simmoli01
1997-98,Sacramento Kings,NBA,"$3,716,500",simmoli01
1998-99,Sacramento Kings,NBA,"$4,238,500",simmoli01
Career,(may be incomplete),,"$21,432,400",simmoli01
