Season,Team,Lg,Salary,player_id
2000-01,Milwaukee Bucks,NBA,"$316,969",reddmi01
2001-02,Milwaukee Bucks,NBA,"$465,850",reddmi01
2002-03,Milwaukee Bucks,NBA,"$3,000,000",reddmi01
2003-04,Milwaukee Bucks,NBA,"$3,000,000",reddmi01
2004-05,Milwaukee Bucks,NBA,"$3,000,000",reddmi01
2005-06,Milwaukee Bucks,NBA,"$12,000,000",reddmi01
2006-07,Milwaukee Bucks,NBA,"$13,260,000",reddmi01
2007-08,Milwaukee Bucks,NBA,"$14,520,000",reddmi01
2008-09,Milwaukee Bucks,NBA,"$15,780,000",reddmi01
2009-10,Milwaukee Bucks,NBA,"$17,040,000",reddmi01
2010-11,Milwaukee Bucks,NBA,"$18,300,000",reddmi01
2011-12,Phoenix Suns,NBA,"$1,308,506",reddmi01
Career,(may be incomplete),,"$101,991,325",reddmi01
