Season,Team,Lg,Salary,player_id
2004-05,Seattle SuperSonics,NBA,"$385,277",wilkida02
2005-06,Seattle SuperSonics,NBA,"$2,500,000",wilkida02
2006-07,Seattle SuperSonics,NBA,"$2,700,000",wilkida02
2007-08,Seattle SuperSonics,NBA,"$2,900,000",wilkida02
2008-09,Oklahoma City Thunder,NBA,"$3,100,000",wilkida02
2009-10,Minnesota Timberwolves,NBA,"$3,300,000",wilkida02
2010-11,Atlanta Hawks,NBA,"$748,656",wilkida02
2011-12,Detroit Pistons,NBA,"$1,146,337",wilkida02
2012-13,Philadelphia 76ers,NBA,"$1,223,166",wilkida02
2017-18,Indiana Pacers,NBA,"$1,016,617",wilkida02
Career,(may be incomplete),,"$19,020,053",wilkida02
