Season,Team,Lg,Salary,player_id
2001-02,Seattle SuperSonics,NBA,"$332,817",watsoea01
2002-03,Memphis Grizzlies,NBA,"$1,215,000",watsoea01
2003-04,Memphis Grizzlies,NBA,"$1,336,500",watsoea01
2004-05,Memphis Grizzlies,NBA,"$1,458,000",watsoea01
2005-06,Denver Nuggets,NBA,"$5,000,000",watsoea01
2006-07,Seattle SuperSonics,NBA,"$5,400,000",watsoea01
2007-08,Seattle SuperSonics,NBA,"$5,800,000",watsoea01
2008-09,Oklahoma City Thunder,NBA,"$6,200,000",watsoea01
2009-10,Oklahoma City Thunder,NBA,"$6,600,000",watsoea01
2009-10,Indiana Pacers,NBA,"$2,800,000",watsoea01
2010-11,Utah Jazz,NBA,"$1,229,255",watsoea01
2011-12,Utah Jazz,NBA,"$2,000,000",watsoea01
2012-13,Utah Jazz,NBA,"$2,000,000",watsoea01
2013-14,Portland Trail Blazers,NBA,"$1,399,507",watsoea01
Career,(may be incomplete),,"$42,771,079",watsoea01
