Season,Team,Lg,Salary,player_id
2006-07,Houston Rockets,NBA,"$664,209",hayesch01
2007-08,Houston Rockets,NBA,"$1,750,000",hayesch01
2008-09,Houston Rockets,NBA,"$1,768,000",hayesch01
2009-10,Houston Rockets,NBA,"$2,111,750",hayesch01
2010-11,Houston Rockets,NBA,"$1,972,500",hayesch01
2011-12,Sacramento Kings,NBA,"$5,250,000",hayesch01
2012-13,Sacramento Kings,NBA,"$5,486,250",hayesch01
2013-14,Sacramento Kings,NBA,"$5,722,500",hayesch01
2014-15,Toronto Raptors,NBA,"$5,958,750",hayesch01
2015-16,Houston Rockets,NBA,"$83,583",hayesch01
Career,(may be incomplete),,"$30,767,542",hayesch01
