Season,Team,Lg,Salary,player_id
2004-05,Atlanta Hawks,NBA,"$1,270,080",smithjo03
2005-06,Atlanta Hawks,NBA,"$1,365,360",smithjo03
2006-07,Atlanta Hawks,NBA,"$1,460,640",smithjo03
2007-08,Atlanta Hawks,NBA,"$2,243,543",smithjo03
2008-09,Atlanta Hawks,NBA,"$10,000,000",smithjo03
2009-10,Atlanta Hawks,NBA,"$10,800,000",smithjo03
2010-11,Atlanta Hawks,NBA,"$11,600,000",smithjo03
2011-12,Atlanta Hawks,NBA,"$12,400,000",smithjo03
2012-13,Atlanta Hawks,NBA,"$13,200,000",smithjo03
2013-14,Detroit Pistons,NBA,"$13,500,000",smithjo03
2014-15,Detroit Pistons,NBA,"$14,000,000",smithjo03
2014-15,Houston Rockets,NBA,"$2,077,000",smithjo03
2015-16,Detroit Pistons,NBA,"$5,400,000",smithjo03
2015-16,Houston Rockets,NBA,"$1,499,000",smithjo03
2016-17,Detroit Pistons,NBA,"$5,400,000",smithjo03
2017-18,Detroit Pistons,NBA,"$5,331,729",smithjo03
2017-18,New Orleans Pelicans,NBA,"$210,500",smithjo03
2018-19,Detroit Pistons,NBA,"$5,331,729",smithjo03
2019-20,Detroit Pistons,NBA,"$5,331,729",smithjo03
Career,(may be incomplete),,"$122,421,310",smithjo03
