Season,Team,Lg,Salary,player_id
1988-89,Philadelphia 76ers,NBA,"$650,000",hawkihe01
1990-91,Philadelphia 76ers,NBA,"$1,000,000",hawkihe01
1991-92,Philadelphia 76ers,NBA,"$805,000",hawkihe01
1992-93,Philadelphia 76ers,NBA,"$2,400,000",hawkihe01
1993-94,Charlotte Hornets,NBA,"$2,400,000",hawkihe01
1994-95,Charlotte Hornets,NBA,"$2,500,000",hawkihe01
1995-96,Seattle SuperSonics,NBA,"$2,500,000",hawkihe01
1996-97,Seattle SuperSonics,NBA,"$2,604,000",hawkihe01
1997-98,Seattle SuperSonics,NBA,"$3,124,100",hawkihe01
1998-99,Seattle SuperSonics,NBA,"$3,644,000",hawkihe01
1999-00,Chicago Bulls,NBA,"$4,164,100",hawkihe01
2000-01,Chicago Bulls,NBA,"$3,560,000",hawkihe01
2000-01,Charlotte Hornets,NBA,"$1,200,000",hawkihe01
Career,(may be incomplete),,"$30,551,200",hawkihe01
