Season,Team,Lg,Salary,player_id
1993-94,Washington Bullets,NBA,"$150,000",butlemi02
1994-95,Washington Bullets,NBA,"$400,000",butlemi02
1995-96,Washington Bullets,NBA,"$500,000",butlemi02
1996-97,Portland Trail Blazers,NBA,"$600,000",butlemi02
1997-98,Cleveland Cavaliers,NBA,"$272,250",butlemi02
1998-99,Cleveland Cavaliers,NBA,"$537,500",butlemi02
1999-00,Indiana Pacers,NBA,"$150,000",butlemi02
2001-02,Portland Trail Blazers,NBA,"$715,850",butlemi02
2003-04,Washington Wizards,NBA,"$876,179",butlemi02
Career,(may be incomplete),,"$4,201,779",butlemi02
