Season,Team,Lg,Salary,player_id
2003-04,Orlando Magic,NBA,"$366,931",boganke01
2004-05,Charlotte Bobcats,NBA,"$620,046",boganke01
2005-06,Charlotte Bobcats,NBA,"$869,373",boganke01
2006-07,Orlando Magic,NBA,"$2,510,000",boganke01
2007-08,Orlando Magic,NBA,"$2,440,000",boganke01
2008-09,Milwaukee Bucks,NBA,"$2,565,000",boganke01
2009-10,San Antonio Spurs,NBA,"$1,033,342",boganke01
2010-11,Chicago Bulls,NBA,"$1,600,000",boganke01
2011-12,New Jersey Nets,NBA,"$848,266",boganke01
2012-13,Brooklyn Nets,NBA,"$1,229,225",boganke01
2013-14,Boston Celtics,NBA,"$5,058,198",boganke01
Career,(may be incomplete),,"$19,140,381",boganke01
