Season,Team,Lg,Salary,player_id
2002-03,Seattle SuperSonics,NBA,"$349,458",evansre01
2003-04,Seattle SuperSonics,NBA,"$700,000",evansre01
2004-05,Seattle SuperSonics,NBA,"$880,000",evansre01
2005-06,Seattle SuperSonics,NBA,"$1,100,000",evansre01
2006-07,Denver Nuggets,NBA,"$4,000,000",evansre01
2007-08,Philadelphia 76ers,NBA,"$4,320,000",evansre01
2008-09,Philadelphia 76ers,NBA,"$4,640,000",evansre01
2009-10,Toronto Raptors,NBA,"$4,960,000",evansre01
2010-11,Toronto Raptors,NBA,"$5,080,000",evansre01
2011-12,Los Angeles Clippers,NBA,"$1,229,255",evansre01
2012-13,Brooklyn Nets,NBA,"$1,622,617",evansre01
2013-14,Brooklyn Nets,NBA,"$1,695,635",evansre01
2014-15,Sacramento Kings,NBA,"$1,768,653",evansre01
Career,(may be incomplete),,"$32,345,618",evansre01
