Season,Team,Lg,Salary,player_id
1985-86,Atlanta Hawks,NBA,"$475,250",koncajo01
1986-87,Atlanta Hawks,NBA,"$650,000",koncajo01
1987-88,Atlanta Hawks,NBA,"$675,000",koncajo01
1988-89,Atlanta Hawks,NBA,"$675,000",koncajo01
1989-90,Atlanta Hawks,NBA,"$2,200,000",koncajo01
1990-91,Atlanta Hawks,NBA,"$1,550,000",koncajo01
1991-92,Atlanta Hawks,NBA,"$2,000,000",koncajo01
1992-93,Atlanta Hawks,NBA,"$2,450,000",koncajo01
1993-94,Atlanta Hawks,NBA,"$2,900,000",koncajo01
1994-95,Atlanta Hawks,NBA,"$2,600,000",koncajo01
1995-96,Orlando Magic,NBA,"$1,000,000",koncajo01
1996-97,Golden State Warriors,NBA,"$1,150,000",koncajo01
Career,(may be incomplete),,"$18,325,250",koncajo01
