Season,Team,Lg,Salary,player_id
1988-89,Boston Celtics,NBA,"$100,000",gamblke01
1990-91,Boston Celtics,NBA,"$375,000",gamblke01
1991-92,Boston Celtics,NBA,"$1,400,000",gamblke01
1992-93,Boston Celtics,NBA,"$1,200,000",gamblke01
1993-94,Boston Celtics,NBA,"$1,100,000",gamblke01
1994-95,Miami Heat,NBA,"$650,000",gamblke01
1995-96,Miami Heat,NBA,"$845,000",gamblke01
1996-97,Sacramento Kings,NBA,"$1,196,000",gamblke01
1997-98,Sacramento Kings,NBA,"$1,420,250",gamblke01
1998-99,Sacramento Kings,NBA,"$1,645,000",gamblke01
1999-00,Sacramento Kings,NBA,"$1,868,750",gamblke01
Career,(may be incomplete),,"$11,800,000",gamblke01
