Season,Team,Lg,Salary,player_id
1998-99,Charlotte Hornets,NBA,"$287,500",millebr01
1999-00,Charlotte Hornets,NBA,"$385,000",millebr01
2000-01,Chicago Bulls,NBA,"$4,000,000",millebr01
2001-02,Chicago Bulls,NBA,"$4,400,000",millebr01
2002-03,Indiana Pacers,NBA,"$4,800,000",millebr01
2003-04,Sacramento Kings,NBA,"$7,000,000",millebr01
2004-05,Sacramento Kings,NBA,"$7,875,000",millebr01
2005-06,Sacramento Kings,NBA,"$8,750,000",millebr01
2006-07,Sacramento Kings,NBA,"$9,625,000",millebr01
2007-08,Sacramento Kings,NBA,"$10,500,000",millebr01
2008-09,Chicago Bulls,NBA,"$11,375,000",millebr01
2009-10,Chicago Bulls,NBA,"$12,250,000",millebr01
2010-11,Houston Rockets,NBA,"$4,400,000",millebr01
2011-12,Minnesota Timberwolves,NBA,"$4,752,000",millebr01
2012-13,Phoenix Suns,NBA,"$848,000",millebr01
Career,(may be incomplete),,"$91,247,500",millebr01
