Season,Team,Lg,Salary,player_id
2000-01,Dallas Mavericks,NBA,"$1,388,880",thomaet01
2001-02,Washington Wizards,NBA,"$1,493,040",thomaet01
2002-03,Washington Wizards,NBA,"$1,597,200",thomaet01
2003-04,Washington Wizards,NBA,"$2,200,942",thomaet01
2004-05,Washington Wizards,NBA,"$4,903,000",thomaet01
2005-06,Washington Wizards,NBA,"$5,393,300",thomaet01
2006-07,Washington Wizards,NBA,"$5,883,600",thomaet01
2007-08,Washington Wizards,NBA,"$6,373,900",thomaet01
2008-09,Washington Wizards,NBA,"$6,864,200",thomaet01
2009-10,Oklahoma City Thunder,NBA,"$7,350,000",thomaet01
2010-11,Atlanta Hawks,NBA,"$1,223,166",thomaet01
Career,(may be incomplete),,"$44,671,228",thomaet01
