Season,Team,Lg,Salary,player_id
1992-93,Orlando Magic,NBA,"$3,000,000",onealsh01
1993-94,Orlando Magic,NBA,"$3,900,000",onealsh01
1994-95,Orlando Magic,NBA,"$4,800,000",onealsh01
1995-96,Orlando Magic,NBA,"$5,700,000",onealsh01
1996-97,Los Angeles Lakers,NBA,"$10,714,000",onealsh01
1997-98,Los Angeles Lakers,NBA,"$12,857,143",onealsh01
1998-99,Los Angeles Lakers,NBA,"$15,000,000",onealsh01
1999-00,Los Angeles Lakers,NBA,"$17,142,858",onealsh01
2000-01,Los Angeles Lakers,NBA,"$19,285,715",onealsh01
2001-02,Los Angeles Lakers,NBA,"$21,428,572",onealsh01
2002-03,Los Angeles Lakers,NBA,"$23,571,429",onealsh01
2003-04,Los Angeles Lakers,NBA,"$24,749,999",onealsh01
2004-05,Miami Heat,NBA,"$27,696,430",onealsh01
2005-06,Miami Heat,NBA,"$20,000,000",onealsh01
2006-07,Miami Heat,NBA,"$20,000,000",onealsh01
2007-08,Phoenix Suns,NBA,"$20,000,000",onealsh01
2008-09,Phoenix Suns,NBA,"$21,000,000",onealsh01
2009-10,Cleveland Cavaliers,NBA,"$20,000,000",onealsh01
2010-11,Boston Celtics,NBA,"$1,352,181",onealsh01
Career,(may be incomplete),,"$292,198,327",onealsh01
