Season,Team,Lg,Salary,player_id
2008-09,Sacramento Kings,NBA,"$1,893,840",thompja02
2009-10,Sacramento Kings,NBA,"$2,035,920",thompja02
2010-11,Sacramento Kings,NBA,"$2,178,000",thompja02
2011-12,Sacramento Kings,NBA,"$3,001,284",thompja02
2012-13,Sacramento Kings,NBA,"$5,250,000",thompja02
2013-14,Sacramento Kings,NBA,"$5,643,750",thompja02
2014-15,Sacramento Kings,NBA,"$6,037,500",thompja02
2015-16,Golden State Warriors,NBA,"$6,431,250",thompja02
2015-16,Toronto Raptors,NBA,"$328,955",thompja02
2016-17,Golden State Warriors,NBA,"$945,126",thompja02
2017-18,Golden State Warriors,NBA,"$945,126",thompja02
2018-19,Golden State Warriors,NBA,"$945,126",thompja02
Career,(may be incomplete),,"$35,635,877",thompja02
