Season,Team,Lg,Salary,player_id
1992-93,Charlotte Hornets,NBA,"$2,400,000",mournal01
1993-94,Charlotte Hornets,NBA,"$3,120,000",mournal01
1994-95,Charlotte Hornets,NBA,"$3,840,000",mournal01
1995-96,Miami Heat,NBA,"$4,560,000",mournal01
1996-97,Miami Heat,NBA,"$9,380,000",mournal01
1997-98,Miami Heat,NBA,"$11,254,800",mournal01
1998-99,Miami Heat,NBA,"$13,130,000",mournal01
1999-00,Miami Heat,NBA,"$15,004,800",mournal01
2000-01,Miami Heat,NBA,"$16,880,000",mournal01
2001-02,Miami Heat,NBA,"$18,754,800",mournal01
2002-03,Miami Heat,NBA,"$20,629,800",mournal01
2003-04,New Jersey Nets,NBA,"$4,917,000",mournal01
2004-05,Toronto Raptors,NBA,"$5,408,700",mournal01
2005-06,Toronto Raptors,NBA,"$4,000,000",mournal01
2005-06,Miami Heat,NBA,"$1,138,500",mournal01
2006-07,Toronto Raptors,NBA,"$4,225,433",mournal01
2006-07,Miami Heat,NBA,"$2,500,000",mournal01
2007-08,Miami Heat,NBA,"$2,762,500",mournal01
Career,(may be incomplete),,"$143,906,333",mournal01
