Season,Team,Lg,Salary,player_id
1987-88,Chicago Bulls,NBA,"$500,000",grantho01
1988-89,Chicago Bulls,NBA,"$380,000",grantho01
1990-91,Chicago Bulls,NBA,"$1,000,000",grantho01
1991-92,Chicago Bulls,NBA,"$1,750,000",grantho01
1992-93,Chicago Bulls,NBA,"$1,900,000",grantho01
1993-94,Chicago Bulls,NBA,"$1,950,000",grantho01
1994-95,Orlando Magic,NBA,"$2,125,000",grantho01
1995-96,Orlando Magic,NBA,"$2,763,000",grantho01
1996-97,Orlando Magic,NBA,"$14,857,000",grantho01
1997-98,Orlando Magic,NBA,"$14,285,714",grantho01
1998-99,Orlando Magic,NBA,"$7,843,000",grantho01
1999-00,Seattle SuperSonics,NBA,"$5,952,381",grantho01
2000-01,Los Angeles Lakers,NBA,"$6,500,000",grantho01
2001-02,Orlando Magic,NBA,"$2,419,580",grantho01
2002-03,Orlando Magic,NBA,"$2,661,538",grantho01
2003-04,Los Angeles Lakers,NBA,"$1,070,000",grantho01
Career,(may be incomplete),,"$67,957,213",grantho01
