Season,Team,Lg,Salary,player_id
1994-95,Sacramento Kings,NBA,"$150,000",smithmi02
1995-96,Sacramento Kings,NBA,"$1,340,000",smithmi02
1996-97,Sacramento Kings,NBA,"$1,570,000",smithmi02
1997-98,Sacramento Kings,NBA,"$1,920,000",smithmi02
1998-99,Vancouver Grizzlies,NBA,"$2,180,000",smithmi02
1999-00,Washington Wizards,NBA,"$2,000,000",smithmi02
1999-00,Orlando Magic,NBA,"$1,660,000",smithmi02
2000-01,Washington Wizards,NBA,"$2,200,000",smithmi02
2001-02,Washington Wizards,NBA,"$2,400,000",smithmi02
Career,(may be incomplete),,"$15,420,000",smithmi02
