Season,Team,Lg,Salary,player_id
1990-91,Minnesota Timberwolves,NBA,"$230,000",westdo01
1991-92,Minnesota Timberwolves,NBA,"$310,000",westdo01
1992-93,Minnesota Timberwolves,NBA,"$1,275,000",westdo01
1993-94,Minnesota Timberwolves,NBA,"$1,275,000",westdo01
1994-95,Minnesota Timberwolves,NBA,"$1,275,000",westdo01
1995-96,Minnesota Timberwolves,NBA,"$1,900,000",westdo01
1996-97,Minnesota Timberwolves,NBA,"$2,155,000",westdo01
1997-98,Minnesota Timberwolves,NBA,"$2,535,000",westdo01
1998-99,Vancouver Grizzlies,NBA,"$2,915,000",westdo01
1999-00,Vancouver Grizzlies,NBA,"$3,295,000",westdo01
2000-01,Vancouver Grizzlies,NBA,"$3,680,000",westdo01
Career,(may be incomplete),,"$20,845,000",westdo01
