Season,Team,Lg,Salary,player_id
2003-04,Detroit Pistons,NBA,"$3,595,800",milicda01
2004-05,Detroit Pistons,NBA,"$3,865,440",milicda01
2005-06,Detroit Pistons,NBA,"$4,135,200",milicda01
2006-07,Orlando Magic,NBA,"$5,218,622",milicda01
2007-08,Memphis Grizzlies,NBA,"$6,500,000",milicda01
2008-09,Memphis Grizzlies,NBA,"$7,020,000",milicda01
2009-10,Minnesota Timberwolves,NBA,"$7,500,000",milicda01
2010-11,Minnesota Timberwolves,NBA,"$4,325,000",milicda01
2011-12,Minnesota Timberwolves,NBA,"$4,776,500",milicda01
2012-13,Minnesota Timberwolves,NBA,"$5,228,000",milicda01
2012-13,Boston Celtics,NBA,"$159,080",milicda01
Career,(may be incomplete),,"$52,323,642",milicda01
