Season,Team,Lg,Salary,player_id
2004-05,Detroit Pistons,NBA,"$901,920",delfica01
2005-06,Detroit Pistons,NBA,"$969,696",delfica01
2006-07,Detroit Pistons,NBA,"$1,037,280",delfica01
2007-08,Toronto Raptors,NBA,"$1,868,141",delfica01
2009-10,Milwaukee Bucks,NBA,"$3,500,000",delfica01
2010-11,Milwaukee Bucks,NBA,"$3,500,000",delfica01
2011-12,Milwaukee Bucks,NBA,"$3,500,000",delfica01
2012-13,Houston Rockets,NBA,"$3,000,000",delfica01
2013-14,Milwaukee Bucks,NBA,"$3,250,000",delfica01
2014-15,Los Angeles Clippers,NBA,"$650,000",delfica01
2015-16,Los Angeles Clippers,NBA,"$650,000",delfica01
2016-17,Los Angeles Clippers,NBA,"$650,000",delfica01
2017-18,Los Angeles Clippers,NBA,"$650,000",delfica01
2018-19,Los Angeles Clippers,NBA,"$650,000",delfica01
Career,(may be incomplete),,"$24,777,037",delfica01
