Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,session,player,gamelog_url
1,1,1992-11-15,23-104,WSB,@,NJN,L (-7),0,4:00,0,2,.000,0,0,,0,0,,1,0,1,0,0,0,1,2,0,-2.5,1993,overtdo01,https://www.basketball-reference.com/players/o/overtdo01/gamelog/1993
2,2,1992-11-17,23-106,WSB,,BOS,W (+4),0,20:00,5,6,.833,1,1,1.000,0,2,.000,1,2,3,1,0,0,1,1,11,8.6,1993,overtdo01,https://www.basketball-reference.com/players/o/overtdo01/gamelog/1993
3,3,1992-11-20,23-109,WSB,@,MIN,W (+8),1,24:00,4,11,.364,0,0,,0,0,,0,1,1,5,1,1,1,3,8,5.2,1993,overtdo01,https://www.basketball-reference.com/players/o/overtdo01/gamelog/1993
4,4,1992-11-21,23-110,WSB,,UTA,W (+17),1,39:00,9,17,.529,0,2,.000,3,5,.600,0,1,1,12,3,1,2,3,21,21.1,1993,overtdo01,https://www.basketball-reference.com/players/o/overtdo01/gamelog/1993
5,5,1992-11-24,23-113,WSB,@,NYK,L (-10),1,39:00,5,11,.455,0,0,,4,9,.444,1,4,5,6,0,0,1,0,14,11.4,1993,overtdo01,https://www.basketball-reference.com/players/o/overtdo01/gamelog/1993
6,6,1992-11-25,23-114,WSB,@,BOS,L (-38),1,30:00,3,11,.273,0,0,,4,4,1.000,1,1,2,2,0,1,1,3,10,4.4,1993,overtdo01,https://www.basketball-reference.com/players/o/overtdo01/gamelog/1993
7,7,1992-11-27,23-116,WSB,,MIN,L (-19),1,30:00,3,5,.600,0,0,,0,0,,1,1,2,1,0,0,3,1,6,2.0,1993,overtdo01,https://www.basketball-reference.com/players/o/overtdo01/gamelog/1993
8,8,1992-11-28,23-117,WSB,@,MIL,L (-2),1,43:00,5,11,.455,0,0,,1,2,.500,2,6,8,7,2,0,6,2,11,8.2,1993,overtdo01,https://www.basketball-reference.com/players/o/overtdo01/gamelog/1993
9,9,1992-12-01,23-120,WSB,,SAS,W (+13),1,40:00,9,15,.600,0,0,,0,0,,1,3,4,18,2,1,3,0,18,25.0,1993,overtdo01,https://www.basketball-reference.com/players/o/overtdo01/gamelog/1993
10,10,1992-12-03,23-122,WSB,,MIL,W (+18),1,30:00,5,10,.500,0,0,,2,4,.500,0,2,2,10,4,0,4,4,12,12.2,1993,overtdo01,https://www.basketball-reference.com/players/o/overtdo01/gamelog/1993
11,11,1992-12-05,23-124,WSB,,IND,L (-2),1,43:00,6,13,.462,0,1,.000,5,6,.833,1,2,3,4,1,0,1,3,17,12.8,1993,overtdo01,https://www.basketball-reference.com/players/o/overtdo01/gamelog/1993
12,12,1992-12-08,23-127,WSB,@,SAC,W (+8),1,36:00,8,14,.571,0,0,,1,1,1.000,0,3,3,7,0,0,3,2,17,12.4,1993,overtdo01,https://www.basketball-reference.com/players/o/overtdo01/gamelog/1993
13,13,1992-12-10,23-129,WSB,@,UTA,L (-16),1,21:00,3,5,.600,0,0,,1,1,1.000,0,1,1,4,1,0,1,2,7,7.0,1993,overtdo01,https://www.basketball-reference.com/players/o/overtdo01/gamelog/1993
14,14,1992-12-11,23-130,WSB,@,LAL,L (-25),1,28:00,7,16,.438,0,0,,1,2,.500,0,1,1,4,0,0,2,1,15,6.9,1993,overtdo01,https://www.basketball-reference.com/players/o/overtdo01/gamelog/1993
15,15,1992-12-13,23-132,WSB,@,POR,L (-19),1,20:00,4,8,.500,0,0,,0,0,,1,1,2,3,2,0,4,5,8,3.1,1993,overtdo01,https://www.basketball-reference.com/players/o/overtdo01/gamelog/1993
16,16,1992-12-15,23-134,WSB,@,PHO,L (-15),0,20:00,2,5,.400,0,1,.000,0,0,,1,1,2,6,0,1,3,2,4,3.4,1993,overtdo01,https://www.basketball-reference.com/players/o/overtdo01/gamelog/1993
17,17,1992-12-17,23-136,WSB,,CHI,L (-8),0,31:00,5,10,.500,0,0,,4,4,1.000,2,3,5,3,0,0,3,3,14,9.2,1993,overtdo01,https://www.basketball-reference.com/players/o/overtdo01/gamelog/1993
18,18,1992-12-19,23-138,WSB,,CHH,L (-9),0,35:00,5,13,.385,0,1,.000,3,3,1.000,1,0,1,3,0,0,2,5,13,4.7,1993,overtdo01,https://www.basketball-reference.com/players/o/overtdo01/gamelog/1993
