Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,session,player,gamelog_url
1,,2017-10-18,25-061,SAC,,HOU,L (-5),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2018,bogdabo01,https://www.basketball-reference.com/players/b/bogdabo01/gamelog/2018
2,,2017-10-20,25-063,SAC,@,DAL,W (+5),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2018,bogdabo01,https://www.basketball-reference.com/players/b/bogdabo01/gamelog/2018
3,,2017-10-21,25-064,SAC,@,DEN,L (-17),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2018,bogdabo01,https://www.basketball-reference.com/players/b/bogdabo01/gamelog/2018
4,1,2017-10-23,25-066,SAC,@,PHO,L (-2),0,25:29,5,15,.333,1,4,.250,1,1,1.000,0,3,3,2,2,0,0,1,12,7.4,+15,2018,bogdabo01,https://www.basketball-reference.com/players/b/bogdabo01/gamelog/2018
5,2,2017-10-26,25-069,SAC,,NOP,L (-8),0,25:27,4,7,.571,0,2,.000,2,2,1.000,0,2,2,4,0,0,2,2,10,7.3,-2,2018,bogdabo01,https://www.basketball-reference.com/players/b/bogdabo01/gamelog/2018
6,3,2017-10-29,25-072,SAC,,WAS,L (-27),1,23:23,7,9,.778,1,1,1.000,0,0,,0,3,3,1,4,0,2,3,15,13.9,-22,2018,bogdabo01,https://www.basketball-reference.com/players/b/bogdabo01/gamelog/2018
7,4,2017-10-31,25-074,SAC,@,IND,L (-18),1,28:06,3,7,.429,1,3,.333,0,0,,0,2,2,2,0,1,1,3,7,3.8,-22,2018,bogdabo01,https://www.basketball-reference.com/players/b/bogdabo01/gamelog/2018
8,5,2017-11-01,25-075,SAC,@,BOS,L (-27),1,19:11,2,7,.286,0,3,.000,2,2,1.000,1,1,2,1,1,1,0,1,6,4.9,-7,2018,bogdabo01,https://www.basketball-reference.com/players/b/bogdabo01/gamelog/2018
9,6,2017-11-04,25-078,SAC,@,DET,L (-9),1,26:57,6,7,.857,2,2,1.000,0,0,,0,1,1,1,0,0,1,0,14,11.5,-7,2018,bogdabo01,https://www.basketball-reference.com/players/b/bogdabo01/gamelog/2018
10,7,2017-11-07,25-081,SAC,,OKC,W (+8),1,21:05,2,8,.250,1,2,.500,2,2,1.000,2,2,4,0,0,2,2,2,7,2.8,-1,2018,bogdabo01,https://www.basketball-reference.com/players/b/bogdabo01/gamelog/2018
