Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,session,player,gamelog_url
1,1,2014-10-30,27-295,LAC,,OKC,W (+3),0,12:26,0,4,.000,0,2,.000,2,2,1.000,1,2,3,1,0,0,0,4,2,-0.4,+3,2015,douglch01,https://www.basketball-reference.com/players/d/douglch01/gamelog/2015
2,2,2014-10-31,27-296,LAC,@,LAL,W (+7),0,13:45,0,3,.000,0,3,.000,0,0,,0,2,2,0,0,0,0,4,0,-3.1,-10,2015,douglch01,https://www.basketball-reference.com/players/d/douglch01/gamelog/2015
3,3,2014-11-02,27-298,LAC,,SAC,L (-6),0,14:30,0,2,.000,0,1,.000,2,2,1.000,0,1,1,0,0,0,0,2,2,0.1,+4,2015,douglch01,https://www.basketball-reference.com/players/d/douglch01/gamelog/2015
4,,2014-11-03,27-299,LAC,,UTA,W (+6),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2015,douglch01,https://www.basketball-reference.com/players/d/douglch01/gamelog/2015
5,4,2014-11-05,27-301,LAC,@,GSW,L (-17),0,4:23,1,2,.500,0,0,,2,2,1.000,0,1,1,0,0,0,0,0,4,3.3,-3,2015,douglch01,https://www.basketball-reference.com/players/d/douglch01/gamelog/2015
6,,2014-11-08,27-304,LAC,,POR,W (+4),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2015,douglch01,https://www.basketball-reference.com/players/d/douglch01/gamelog/2015
7,,2014-11-10,27-306,LAC,,SAS,L (-4),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2015,douglch01,https://www.basketball-reference.com/players/d/douglch01/gamelog/2015
8,,2014-11-15,27-311,LAC,,PHO,W (+13),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2015,douglch01,https://www.basketball-reference.com/players/d/douglch01/gamelog/2015
9,,2014-11-17,27-313,LAC,,CHI,L (-16),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2015,douglch01,https://www.basketball-reference.com/players/d/douglch01/gamelog/2015
10,,2014-11-19,27-315,LAC,@,ORL,W (+24),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2015,douglch01,https://www.basketball-reference.com/players/d/douglch01/gamelog/2015
11,,2014-11-20,27-316,LAC,@,MIA,W (+17),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2015,douglch01,https://www.basketball-reference.com/players/d/douglch01/gamelog/2015
12,,2014-11-23,27-319,LAC,@,MEM,L (-16),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2015,douglch01,https://www.basketball-reference.com/players/d/douglch01/gamelog/2015
13,,2014-11-24,27-320,LAC,@,CHO,W (+21),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2015,douglch01,https://www.basketball-reference.com/players/d/douglch01/gamelog/2015
14,,2014-11-26,27-322,LAC,@,DET,W (+6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2015,douglch01,https://www.basketball-reference.com/players/d/douglch01/gamelog/2015
15,,2014-11-28,27-324,LAC,@,HOU,W (+17),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2015,douglch01,https://www.basketball-reference.com/players/d/douglch01/gamelog/2015
