Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,session,player,gamelog_url
1,1,2021-10-20,18-300,SAS,,ORL,W (+26),0,4:54,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,2.7,+1,2022,primojo01,https://www.basketball-reference.com/players/p/primojo01/gamelog/2022
2,,2021-10-22,18-302,SAS,@,DEN,L (-6),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,primojo01,https://www.basketball-reference.com/players/p/primojo01/gamelog/2022
3,2,2021-10-23,18-303,SAS,,MIL,L (-10),0,0:48,1,1,1.000,0,0,,0,0,,1,0,1,0,0,0,0,0,2,2.4,+2,2022,primojo01,https://www.basketball-reference.com/players/p/primojo01/gamelog/2022
4,,2021-10-26,18-306,SAS,,LAL,L (-4),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,primojo01,https://www.basketball-reference.com/players/p/primojo01/gamelog/2022
5,,2021-10-28,18-308,SAS,@,DAL,L (-5),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2022,primojo01,https://www.basketball-reference.com/players/p/primojo01/gamelog/2022
6,,2021-10-30,18-310,SAS,@,MIL,W (+9),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2022,primojo01,https://www.basketball-reference.com/players/p/primojo01/gamelog/2022
7,,2021-11-01,18-312,SAS,@,IND,L (-13),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2022,primojo01,https://www.basketball-reference.com/players/p/primojo01/gamelog/2022
8,,2021-11-03,18-314,SAS,,DAL,L (-1),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,primojo01,https://www.basketball-reference.com/players/p/primojo01/gamelog/2022
9,,2021-11-05,18-316,SAS,@,ORL,W (+13),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2022,primojo01,https://www.basketball-reference.com/players/p/primojo01/gamelog/2022
10,,2021-11-07,18-318,SAS,@,OKC,L (-5),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,primojo01,https://www.basketball-reference.com/players/p/primojo01/gamelog/2022
11,3,2021-11-10,18-321,SAS,,SAC,W (+19),0,3:14,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.7,-6,2022,primojo01,https://www.basketball-reference.com/players/p/primojo01/gamelog/2022
12,,2021-11-12,18-323,SAS,,DAL,L (-14),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2022,primojo01,https://www.basketball-reference.com/players/p/primojo01/gamelog/2022
13,,2021-11-14,18-325,SAS,@,LAL,L (-8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2022,primojo01,https://www.basketball-reference.com/players/p/primojo01/gamelog/2022
14,,2021-11-16,18-327,SAS,@,LAC,L (-14),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2022,primojo01,https://www.basketball-reference.com/players/p/primojo01/gamelog/2022
15,,2021-11-18,18-329,SAS,@,MIN,L (-25),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2022,primojo01,https://www.basketball-reference.com/players/p/primojo01/gamelog/2022
16,,2021-11-22,18-333,SAS,,PHO,L (-4),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2022,primojo01,https://www.basketball-reference.com/players/p/primojo01/gamelog/2022
17,,2021-11-24,18-335,SAS,,ATL,L (-18),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2022,primojo01,https://www.basketball-reference.com/players/p/primojo01/gamelog/2022
18,4,2021-11-26,18-337,SAS,,BOS,W (+8),0,4:34,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-1.1,+2,2022,primojo01,https://www.basketball-reference.com/players/p/primojo01/gamelog/2022
19,5,2021-11-29,18-340,SAS,,WAS,W (+17),0,12:14,2,2,1.000,2,2,1.000,0,0,,0,2,2,1,0,0,0,1,6,6.3,+5,2022,primojo01,https://www.basketball-reference.com/players/p/primojo01/gamelog/2022
20,,2021-12-02,18-343,SAS,@,POR,W (+31),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2022,primojo01,https://www.basketball-reference.com/players/p/primojo01/gamelog/2022
21,,2021-12-04,18-345,SAS,@,GSW,W (+5),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,primojo01,https://www.basketball-reference.com/players/p/primojo01/gamelog/2022
22,6,2021-12-06,18-347,SAS,@,PHO,L (-4),0,17:48,2,5,.400,1,3,.333,0,0,,0,2,2,0,3,4,0,1,5,8.3,+8,2022,primojo01,https://www.basketball-reference.com/players/p/primojo01/gamelog/2022
23,7,2021-12-07,18-348,SAS,,NYK,L (-12),0,15:01,0,1,.000,0,1,.000,0,0,,0,1,1,2,0,0,0,1,0,0.6,-5,2022,primojo01,https://www.basketball-reference.com/players/p/primojo01/gamelog/2022
24,8,2021-12-09,18-350,SAS,,DEN,W (+12),0,0:42,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,2022,primojo01,https://www.basketball-reference.com/players/p/primojo01/gamelog/2022
25,,2021-12-11,18-352,SAS,,DEN,L (-15),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2022,primojo01,https://www.basketball-reference.com/players/p/primojo01/gamelog/2022
26,,2021-12-12,18-353,SAS,,NOP,W (+15),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2022,primojo01,https://www.basketball-reference.com/players/p/primojo01/gamelog/2022
