Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,session,player,gamelog_url
1,,2021-10-20,22-092,IND,@,CHO,L (-1),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,bitadgo01,https://www.basketball-reference.com/players/b/bitadgo01/gamelog/2022
2,,2021-10-22,22-094,IND,@,WAS,L (-1),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,bitadgo01,https://www.basketball-reference.com/players/b/bitadgo01/gamelog/2022
3,,2021-10-23,22-095,IND,,MIA,W (+11),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,bitadgo01,https://www.basketball-reference.com/players/b/bitadgo01/gamelog/2022
4,1,2021-10-25,22-097,IND,,MIL,L (-10),0,17:39,2,8,.250,1,3,.333,2,2,1.000,7,2,9,1,2,0,2,5,7,6.4,+2,2022,bitadgo01,https://www.basketball-reference.com/players/b/bitadgo01/gamelog/2022
5,2,2021-10-27,22-099,IND,@,TOR,L (-18),0,2:01,1,1,1.000,0,0,,0,0,,1,1,2,0,0,0,0,0,2,2.7,0,2022,bitadgo01,https://www.basketball-reference.com/players/b/bitadgo01/gamelog/2022
6,3,2021-10-29,22-101,IND,@,BRK,L (-7),0,0:51,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+2,2022,bitadgo01,https://www.basketball-reference.com/players/b/bitadgo01/gamelog/2022
7,4,2021-10-30,22-102,IND,,TOR,L (-3),0,10:01,0,3,.000,0,1,.000,0,0,,0,2,2,1,0,2,1,3,0,-1.6,-1,2022,bitadgo01,https://www.basketball-reference.com/players/b/bitadgo01/gamelog/2022
8,5,2021-11-01,22-104,IND,,SAS,W (+13),0,8:57,0,2,.000,0,2,.000,0,0,,0,0,0,0,1,0,0,0,0,-0.4,-3,2022,bitadgo01,https://www.basketball-reference.com/players/b/bitadgo01/gamelog/2022
9,6,2021-11-03,22-106,IND,,NYK,W (+13),0,9:40,3,5,.600,2,4,.500,0,0,,0,3,3,0,1,0,0,2,8,6.8,-1,2022,bitadgo01,https://www.basketball-reference.com/players/b/bitadgo01/gamelog/2022
10,7,2021-11-05,22-108,IND,@,POR,L (-4),0,3:39,1,2,.500,0,1,.000,2,2,1.000,0,1,1,0,0,0,0,1,4,2.9,+1,2022,bitadgo01,https://www.basketball-reference.com/players/b/bitadgo01/gamelog/2022
11,8,2021-11-07,22-110,IND,@,SAC,W (+3),0,2:52,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,2,0,-1.5,-1,2022,bitadgo01,https://www.basketball-reference.com/players/b/bitadgo01/gamelog/2022
12,,2021-11-10,22-113,IND,@,DEN,L (-3),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,bitadgo01,https://www.basketball-reference.com/players/b/bitadgo01/gamelog/2022
13,9,2021-11-11,22-114,IND,@,UTA,W (+11),0,6:25,1,1,1.000,0,0,,0,0,,0,2,2,0,2,0,1,4,2,1.7,+1,2022,bitadgo01,https://www.basketball-reference.com/players/b/bitadgo01/gamelog/2022
14,,2021-11-13,22-116,IND,,PHI,W (+5),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2022,bitadgo01,https://www.basketball-reference.com/players/b/bitadgo01/gamelog/2022
15,10,2021-11-15,22-118,IND,@,NYK,L (-8),0,16:29,2,5,.400,0,3,.000,1,1,1.000,1,1,2,0,1,3,0,0,5,6.4,-9,2022,bitadgo01,https://www.basketball-reference.com/players/b/bitadgo01/gamelog/2022
16,11,2021-11-17,22-120,IND,@,DET,L (-8),0,4:27,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,2,0,-0.5,-4,2022,bitadgo01,https://www.basketball-reference.com/players/b/bitadgo01/gamelog/2022
17,12,2021-11-19,22-122,IND,@,CHO,L (-3),0,21:36,3,8,.375,1,4,.250,4,8,.500,2,2,4,0,2,1,0,2,11,8.9,+14,2022,bitadgo01,https://www.basketball-reference.com/players/b/bitadgo01/gamelog/2022
18,13,2021-11-20,22-123,IND,,NOP,W (+17),0,15:32,1,6,.167,0,4,.000,1,2,.500,3,0,3,1,0,3,0,3,3,2.5,-15,2022,bitadgo01,https://www.basketball-reference.com/players/b/bitadgo01/gamelog/2022
19,14,2021-11-22,22-125,IND,@,CHI,W (+32),0,6:44,0,5,.000,0,0,,0,0,,2,3,5,0,0,0,1,1,0,-2.6,-2,2022,bitadgo01,https://www.basketball-reference.com/players/b/bitadgo01/gamelog/2022
20,,2021-11-24,22-127,IND,,LAL,L (-8),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,bitadgo01,https://www.basketball-reference.com/players/b/bitadgo01/gamelog/2022
21,,2021-11-26,22-129,IND,,TOR,W (+17),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,bitadgo01,https://www.basketball-reference.com/players/b/bitadgo01/gamelog/2022
22,15,2021-11-28,22-131,IND,,MIL,L (-18),0,5:27,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,-0.4,+4,2022,bitadgo01,https://www.basketball-reference.com/players/b/bitadgo01/gamelog/2022
23,16,2021-11-29,22-132,IND,@,MIN,L (-2),0,5:45,0,1,.000,0,1,.000,1,2,.500,0,2,2,0,0,1,0,1,1,0.8,-8,2022,bitadgo01,https://www.basketball-reference.com/players/b/bitadgo01/gamelog/2022
24,,2021-12-01,22-134,IND,,ATL,L (-3),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,bitadgo01,https://www.basketball-reference.com/players/b/bitadgo01/gamelog/2022
