Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,session,player,gamelog_url
1,1,1991-11-01,22-100,BOS,,CHH,W (+3),1,21:00,4,8,.500,0,0,,5,7,.714,1,1,2,1,2,0,2,5,13,7.9,1992,foxri01,https://www.basketball-reference.com/players/f/foxri01/gamelog/1992
2,2,1991-11-02,22-101,BOS,@,WSB,L (-8),1,21:00,3,10,.300,0,0,,2,2,1.000,0,7,7,1,1,0,2,4,8,2.4,1992,foxri01,https://www.basketball-reference.com/players/f/foxri01/gamelog/1992
3,3,1991-11-05,22-104,BOS,@,MIA,W (+4),1,25:00,5,6,.833,0,0,,3,4,.750,2,2,4,2,1,1,2,6,13,11.1,1992,foxri01,https://www.basketball-reference.com/players/f/foxri01/gamelog/1992
4,4,1991-11-06,22-105,BOS,,CHI,L (-19),1,32:00,6,12,.500,0,1,.000,3,4,.750,2,2,4,2,1,0,2,4,15,9.4,1992,foxri01,https://www.basketball-reference.com/players/f/foxri01/gamelog/1992
5,5,1991-11-08,22-107,BOS,,ATL,L (-5),1,35:00,6,10,.600,0,1,.000,0,0,,1,5,6,3,1,2,3,5,12,9.1,1992,foxri01,https://www.basketball-reference.com/players/f/foxri01/gamelog/1992
6,6,1991-11-10,22-109,BOS,@,POR,L (-26),0,22:00,3,8,.375,2,2,1.000,1,4,.250,2,1,3,1,2,0,5,4,9,1.2,1992,foxri01,https://www.basketball-reference.com/players/f/foxri01/gamelog/1992
7,7,1991-11-12,22-111,BOS,@,SAC,W (+23),0,27:00,8,13,.615,0,1,.000,3,4,.750,2,4,6,5,3,0,1,4,19,19.2,1992,foxri01,https://www.basketball-reference.com/players/f/foxri01/gamelog/1992
8,8,1991-11-13,22-112,BOS,@,PHO,W (+6),0,14:00,2,5,.400,0,0,,3,4,.750,0,1,1,4,0,0,1,3,7,4.8,1992,foxri01,https://www.basketball-reference.com/players/f/foxri01/gamelog/1992
9,9,1991-11-15,22-114,BOS,,PHI,W (+25),0,28:00,6,9,.667,1,1,1.000,2,2,1.000,2,3,5,3,3,1,3,4,15,14.6,1992,foxri01,https://www.basketball-reference.com/players/f/foxri01/gamelog/1992
10,10,1991-11-16,22-115,BOS,@,CHH,L (-9),0,18:00,0,4,.000,0,0,,4,4,1.000,0,1,1,0,2,0,1,2,4,1.7,1992,foxri01,https://www.basketball-reference.com/players/f/foxri01/gamelog/1992
11,11,1991-11-20,22-119,BOS,,IND,W (+15),0,17:00,3,7,.429,1,2,.500,3,4,.750,1,0,1,1,4,1,3,5,10,7.0,1992,foxri01,https://www.basketball-reference.com/players/f/foxri01/gamelog/1992
12,12,1991-11-23,22-122,BOS,@,NJN,W (+18),0,33:00,11,13,.846,1,1,1.000,2,4,.500,2,3,5,0,1,0,5,3,25,16.6,1992,foxri01,https://www.basketball-reference.com/players/f/foxri01/gamelog/1992
13,13,1991-11-25,22-124,BOS,,WSB,W (+13),0,29:00,3,13,.231,0,1,.000,4,7,.571,1,3,4,1,1,0,2,1,10,1.8,1992,foxri01,https://www.basketball-reference.com/players/f/foxri01/gamelog/1992
14,14,1991-11-27,22-126,BOS,,ORL,W (+9),0,23:00,5,11,.455,0,1,.000,1,2,.500,2,2,4,4,0,0,1,2,11,7.9,1992,foxri01,https://www.basketball-reference.com/players/f/foxri01/gamelog/1992
15,15,1991-11-29,22-128,BOS,,LAL,W (+23),0,17:00,1,7,.143,0,1,.000,4,4,1.000,0,0,0,0,0,0,2,1,6,-0.9,1992,foxri01,https://www.basketball-reference.com/players/f/foxri01/gamelog/1992
16,16,1991-11-30,22-129,BOS,@,ATL,L (-27),0,30:00,13,23,.565,4,7,.571,1,2,.500,1,3,4,0,2,0,2,4,31,19.7,1992,foxri01,https://www.basketball-reference.com/players/f/foxri01/gamelog/1992
17,17,1991-12-04,22-133,BOS,,MIA,W (+27),0,26:00,3,6,.500,1,2,.500,0,0,,0,5,5,4,2,0,0,4,7,8.7,1992,foxri01,https://www.basketball-reference.com/players/f/foxri01/gamelog/1992
18,18,1991-12-06,22-135,BOS,,NYK,W (+11),0,19:00,3,5,.600,2,2,1.000,0,0,,0,1,1,0,1,1,1,1,8,6.3,1992,foxri01,https://www.basketball-reference.com/players/f/foxri01/gamelog/1992
19,19,1991-12-09,22-138,BOS,,DEN,W (+38),0,26:00,6,15,.400,0,2,.000,4,4,1.000,1,3,4,3,3,0,1,3,16,12.4,1992,foxri01,https://www.basketball-reference.com/players/f/foxri01/gamelog/1992
20,20,1991-12-13,22-142,BOS,,SEA,W (+20),0,20:00,5,7,.714,0,0,,0,0,,0,2,2,2,1,0,0,4,10,8.5,1992,foxri01,https://www.basketball-reference.com/players/f/foxri01/gamelog/1992
21,21,1991-12-14,22-143,BOS,@,NYK,L (-10),0,13:00,1,7,.143,0,1,.000,2,2,1.000,2,1,3,2,0,0,1,5,4,-0.4,1992,foxri01,https://www.basketball-reference.com/players/f/foxri01/gamelog/1992
22,22,1991-12-17,22-146,BOS,@,ORL,W (+7),0,12:00,2,2,1.000,0,0,,0,1,.000,1,2,3,2,1,0,2,0,4,4.7,1992,foxri01,https://www.basketball-reference.com/players/f/foxri01/gamelog/1992
23,23,1991-12-18,22-147,BOS,,MIL,W (+14),0,23:00,4,8,.500,0,0,,6,6,1.000,0,5,5,4,0,0,2,5,14,10.3,1992,foxri01,https://www.basketball-reference.com/players/f/foxri01/gamelog/1992
24,24,1991-12-20,22-149,BOS,,UTA,W (+11),0,16:00,4,6,.667,0,0,,0,0,,0,1,1,0,0,0,0,1,8,5.3,1992,foxri01,https://www.basketball-reference.com/players/f/foxri01/gamelog/1992
25,25,1991-12-21,22-150,BOS,@,MIA,L (-11),0,10:00,1,1,1.000,0,0,,0,0,,1,1,2,1,0,0,2,3,2,0.2,1992,foxri01,https://www.basketball-reference.com/players/f/foxri01/gamelog/1992
26,26,1991-12-25,22-154,BOS,@,CHI,L (-22),0,28:00,7,13,.538,1,2,.500,6,10,.600,0,3,3,1,1,0,1,4,21,13.1,1992,foxri01,https://www.basketball-reference.com/players/f/foxri01/gamelog/1992
27,27,1991-12-27,22-156,BOS,@,SEA,W (+23),0,14:00,4,6,.667,0,0,,2,3,.667,0,2,2,0,0,0,2,2,10,4.8,1992,foxri01,https://www.basketball-reference.com/players/f/foxri01/gamelog/1992
28,28,1991-12-28,22-157,BOS,@,DEN,L (-7),0,22:00,1,4,.250,0,0,,0,0,,0,3,3,3,1,1,1,4,2,1.7,1992,foxri01,https://www.basketball-reference.com/players/f/foxri01/gamelog/1992
29,29,1991-12-30,22-159,BOS,@,LAC,W (+11),0,19:00,1,5,.200,0,0,,1,1,1.000,1,2,3,0,1,1,3,5,3,-2.1,1992,foxri01,https://www.basketball-reference.com/players/f/foxri01/gamelog/1992
30,30,1992-01-03,22-163,BOS,,CLE,L (-11),0,10:00,2,4,.500,0,1,.000,3,4,.750,0,2,2,0,0,0,1,5,7,2.2,1992,foxri01,https://www.basketball-reference.com/players/f/foxri01/gamelog/1992
