Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,session,player,gamelog_url
1,,2021-10-21,33-067,DAL,@,ATL,L (-26),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,marjabo01,https://www.basketball-reference.com/players/m/marjabo01/gamelog/2022
2,,2021-10-23,33-069,DAL,@,TOR,W (+8),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,marjabo01,https://www.basketball-reference.com/players/m/marjabo01/gamelog/2022
3,1,2021-10-26,33-072,DAL,,HOU,W (+10),0,9:05,5,5,1.000,0,0,,1,2,.500,2,2,4,1,0,0,0,1,11,11.4,+1,2022,marjabo01,https://www.basketball-reference.com/players/m/marjabo01/gamelog/2022
4,,2021-10-28,33-074,DAL,,SAS,W (+5),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,marjabo01,https://www.basketball-reference.com/players/m/marjabo01/gamelog/2022
5,2,2021-10-29,33-075,DAL,@,DEN,L (-31),0,3:15,0,1,.000,0,0,,1,2,.500,0,0,0,0,0,0,0,2,1,-0.9,-9,2022,marjabo01,https://www.basketball-reference.com/players/m/marjabo01/gamelog/2022
6,,2021-10-31,33-077,DAL,,SAC,W (+6),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,marjabo01,https://www.basketball-reference.com/players/m/marjabo01/gamelog/2022
7,3,2021-11-02,33-079,DAL,,MIA,L (-15),0,2:11,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,1,0,0,-1.4,+2,2022,marjabo01,https://www.basketball-reference.com/players/m/marjabo01/gamelog/2022
8,4,2021-11-03,33-080,DAL,@,SAS,W (+1),0,14:46,8,10,.800,0,0,,1,4,.250,2,3,5,0,0,1,4,5,17,9.0,+17,2022,marjabo01,https://www.basketball-reference.com/players/m/marjabo01/gamelog/2022
9,,2021-11-06,33-083,DAL,,BOS,W (+3),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,marjabo01,https://www.basketball-reference.com/players/m/marjabo01/gamelog/2022
10,5,2021-11-08,33-085,DAL,,NOP,W (+16),0,8:03,2,3,.667,0,0,,0,0,,0,0,0,1,0,0,0,1,4,3.0,+3,2022,marjabo01,https://www.basketball-reference.com/players/m/marjabo01/gamelog/2022
