Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,session,player,gamelog_url
1,,2021-10-21,21-050,LAC,@,GSW,L (-2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,scrubja01,https://www.basketball-reference.com/players/s/scrubja01/gamelog/2022
2,,2021-10-23,21-052,LAC,,MEM,L (-6),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,scrubja01,https://www.basketball-reference.com/players/s/scrubja01/gamelog/2022
3,1,2021-10-25,21-054,LAC,,POR,W (+30),0,8:50,2,6,.333,1,2,.500,1,2,.500,0,1,1,0,0,0,0,3,6,1.3,-5,2022,scrubja01,https://www.basketball-reference.com/players/s/scrubja01/gamelog/2022
4,,2021-10-27,21-056,LAC,,CLE,L (-13),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,scrubja01,https://www.basketball-reference.com/players/s/scrubja01/gamelog/2022
5,2,2021-10-29,21-058,LAC,@,POR,L (-19),0,3:19,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-3,2022,scrubja01,https://www.basketball-reference.com/players/s/scrubja01/gamelog/2022
6,,2021-11-01,21-061,LAC,,OKC,W (+5),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2022,scrubja01,https://www.basketball-reference.com/players/s/scrubja01/gamelog/2022
7,,2021-11-03,21-063,LAC,@,MIN,W (+11),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2022,scrubja01,https://www.basketball-reference.com/players/s/scrubja01/gamelog/2022
8,,2021-11-05,21-065,LAC,@,MIN,W (+20),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2022,scrubja01,https://www.basketball-reference.com/players/s/scrubja01/gamelog/2022
9,,2021-11-07,21-067,LAC,,CHO,W (+14),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2022,scrubja01,https://www.basketball-reference.com/players/s/scrubja01/gamelog/2022
10,,2021-11-09,21-069,LAC,,POR,W (+8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2022,scrubja01,https://www.basketball-reference.com/players/s/scrubja01/gamelog/2022
